,주소,토지이용상황,공시지가
736002,충청남도 당진시 순성면 봉소리 986-10,전,48300
198751,충청남도 공주시 신풍면 조평리 858-6,답,19700
1243271,충청남도 예산군 신양면 신양리 365-13,답,69000
687931,충청남도 당진시 고대면 성산리 876-2,전,59700
1281049,충청남도 예산군 덕산면 대치리 353-1,전,53100
1155610,충청남도 홍성군 홍동면 구정리 269-1,전,21500
456016,충청남도 서산시 팔봉면 대황리 69,전,20100
728134,충청남도 당진시 면천면 성하리 231-5,전,38200
137023,충청남도 공주시 탄천면 송학리 459-1,전,19100
983046,충청남도 서천군 마서면 봉남리 353,과수원,18400
1033831,충청남도 서천군 종천면 종천리 459,답,14300
1102647,충청남도 청양군 화성면 농암리 38,답,19800
839122,충청남도 금산군 남이면 성곡리 858-3,전,12000
264732,충청남도 보령시 남포면 옥동리 148-1,답,12100
603076,충청남도 논산시 벌곡면 한삼천리 24,전,23700
243773,충청남도 보령시 천북면 낙동리 571,전,13200
191314,충청남도 공주시 사곡면 해월리 219,전,23500
99242,충청남도 공주시 봉정동 167,전,55400
285053,충청남도 보령시 미산면 옥현리 222,답,11500
1424170,충청남도 아산시 둔포면 운교리 28-1,답,60700
80921,충청남도 천안시 서북구 성거읍 소우리 245-22,과수원,123300
971176,충청남도 서천군 장항읍 송림리 5-752,전,26500
1350325,충청남도 태안군 안면읍 정당리 1156,답,14100
752418,충청남도 당진시 우강면 내경리 79-2,답,16600
654881,충청남도 당진시 합덕읍 소소리 464-2,전,36700
359499,충청남도 아산시 영인면 신봉리 781-3,전,59200
483002,충청남도 서산시 음암면 탑곡리 375,답,13500
1324265,충청남도 예산군 오가면 신원리 597-1,답,19600
907954,충청남도 부여군 홍산면 토정리 317,전,10600
115693,충청남도 공주시 유구읍 구계리 128-2,답,22000
1327798,충청남도 태안군 태안읍 장산리 1000-1,답,26900
1339150,충청남도 태안군 태안읍 어은리 551-13,답,11300
166101,충청남도 공주시 정안면 상룡리 304-4,답,20900
532036,충청남도 논산시 연무읍 마산리 290-16,답,16300
757388,충청남도 당진시 신평면 거산리 311-1,과수원,78200
1078405,충청남도 청양군 목면 안심리 281-2,답,28000
806583,충청남도 금산군 부리면 관천리 570-6,전,6350
947117,충청남도 부여군 장암면 석동리 938-2,답,16300
242739,충청남도 보령시 천북면 궁포리 677,전,12400
813781,충청남도 금산군 부리면 현내리 695-10,답,15600
111364,충청남도 공주시 유구읍 유구리 125,전,39900
894473,충청남도 부여군 외산면 갈산리 407-11,답,14600
369715,충청남도 아산시 인주면 도흥리 21-1,전,32500
301406,충청남도 아산시 좌부동 246-1,답,98500
632250,충청남도 논산시 은진면 성평리 461-6,전,35800
19203,충청남도 천안시 동남구 풍세면 용정리 768,답,72600
370869,충청남도 아산시 인주면 관암리 171-1,전,60400
809183,충청남도 금산군 부리면 신촌리 308,답,13700
1378752,충청남도 태안군 남면 당암리 649-2,전,53000
285099,충청남도 보령시 미산면 옥현리 321,전,7390
684838,충청남도 당진시 고대면 대촌리 327-5,답,16300
183182,충청남도 공주시 우성면 방흥리 295,답,26200
340767,충청남도 아산시 음봉면 덕지리 353-1,과수원,164000
1282654,충청남도 예산군 덕산면 외라리 77-6,답,17900
651522,충청남도 당진시 구룡동 477-1,전,29100
1399972,충청남도 태안군 소원면 송현리 462-5,답,12700
566577,충청남도 논산시 노성면 읍내리 373-2,답,18000
435021,충청남도 서산시 인지면 차리 966,답,16200
808290,충청남도 금산군 부리면 평촌리 263-4,답,26900
1284642,충청남도 예산군 덕산면 대동리 197,전,17500
407766,충청남도 서산시 예천동 1100-4,답,33300
1257561,충청남도 예산군 광시면 마사리 365,전,17400
455998,충청남도 서산시 팔봉면 대황리 50-1,전,18900
1034146,충청남도 서천군 종천면 당정리 67-2,답,13800
1271657,충청남도 예산군 응봉면 평촌리 93,답,23600
1164479,충청남도 홍성군 장곡면 가송리 416,답,14000
633947,충청남도 논산시 채운면 우기리 52-6,전,17800
116704,충청남도 공주시 유구읍 세동리 265,전,10600
194081,충청남도 공주시 사곡면 회학리 179,답,11800
330912,충청남도 아산시 탕정면 호산리 557-23,전,175800
166830,충청남도 공주시 정안면 평정리 335,전,18100
676356,충청남도 당진시 송악읍 부곡리 305-15,전,122200
881011,충청남도 부여군 규암면 노화리 56-10,답,14300
1419628,충청남도 태안군 이원면 사창리 466,답,15300
433884,충청남도 서산시 인지면 화수리 817,답,17900
228927,충청남도 보령시 오천면 소성리 777,전,23800
103164,충청남도 공주시 상왕동 280,과수원,81700
66656,충청남도 천안시 서북구 성환읍 왕림리 314-35,과수원,74300
1014521,충청남도 서천군 마산면 관포리 201,전,10800
96324,충청남도 천안시 서북구 입장면 가산리 570-2,답,35900
949351,충청남도 부여군 장암면 북고리 372-3,전,12300
484113,충청남도 서산시 음암면 문양리 135-8,답,20300
561398,충청남도 논산시 광석면 천동리 64-11,전,21900
124695,충청남도 공주시 이인면 발양리 514,답,14100
507691,충청남도 서산시 해미면 동암리 136,전,20200
786449,충청남도 금산군 금성면 화림리 597,전,10200
477636,충청남도 서산시 성연면 명천리 401-3,답,14700
807355,충청남도 금산군 부리면 양곡리 4-7,답,23600
1058093,충청남도 청양군 운곡면 후덕리 726,답,14300
421554,충청남도 서산시 대산읍 운산리 25-3,답,16800
459789,충청남도 서산시 팔봉면 어송리 861,전,23000
663429,충청남도 당진시 합덕읍 신흥리 479-1,답,17700
51208,충청남도 천안시 동남구 병천면 봉항리 801,전,25100
1346447,충청남도 태안군 안면읍 승언리 2254,답,12600
1401903,충청남도 태안군 원북면 반계리 815-1,전,14700
935851,충청남도 부여군 임천면 구교리 206,전,17600
1051254,충청남도 청양군 청양읍 적누리 358-2,답,25300
157472,충청남도 공주시 반포면 온천리 293-2,답,111700
912679,충청남도 부여군 옥산면 상기리 18-1,전,10000
1254555,충청남도 예산군 광시면 광시리 750-5,답,15500
1076815,충청남도 청양군 목면 지곡리 345-3,전,13000
223656,충청남도 보령시 웅천읍 죽청리 487-3,답,15400
37554,충청남도 천안시 동남구 성남면 대흥리 219-2,전,28100
1044525,충청남도 서천군 서면 월리 117,전,11100
391051,충청남도 아산시 신창면 창암리 91-3,전,57200
878275,충청남도 부여군 규암면 외리 56-36,전,32100
723200,충청남도 당진시 정미면 봉성리 458,전,23600
405511,충청남도 서산시 석림동 371-1,답,56200
171741,충청남도 공주시 정안면 내촌리 230-4,답,34900
1107837,충청남도 청양군 비봉면 록평리 11,전,14500
444491,충청남도 서산시 부석면 대두리 461-3,전,22000
115484,충청남도 공주시 유구읍 명곡리 527-2,답,19500
403160,충청남도 서산시 수석동 131-7,전,112700
375697,충청남도 아산시 선장면 신성리 355-7,전,38000
1141281,충청남도 홍성군 금마면 월암리 94,답,17100
352346,충청남도 아산시 영인면 상성리 91-3,전,46400
865483,충청남도 부여군 부여읍 정동리 1027-4,답,17100
119639,충청남도 공주시 유구읍 탑곡리 310,전,17000
710566,충청남도 당진시 대호지면 사성리 467-9,답,24200
145430,충청남도 공주시 계룡면 중장리 503-2,답,34800
389197,충청남도 아산시 신창면 오목리 119-1,전,46500
892666,충청남도 부여군 외산면 지선리 226-1,전,8890
714632,충청남도 당진시 대호지면 두산리 135-1,전,14300
1344842,충청남도 태안군 안면읍 승언리 1336-12,전,102800
123813,충청남도 공주시 이인면 목동리 106,전,20300
137469,충청남도 공주시 탄천면 분강리 359,답,22100
473434,충청남도 서산시 성연면 일람리 622-2,전,24000
783840,충청남도 금산군 금성면 양전리 407-2,전,15500
1346255,충청남도 태안군 안면읍 승언리 2122,답,12400
314196,충청남도 아산시 배방읍 신흥리 312-7,전,82100
200363,충청남도 공주시 신풍면 쌍대리 766,전,6040
931013,충청남도 부여군 양화면 상촌리 233-10,답,12700
1026697,충청남도 서천군 판교면 판교리 158-9,답,12600
762992,충청남도 당진시 신평면 신당리 81-2,답,35700
1346971,충청남도 태안군 안면읍 승언리 2695,답,12200
1315028,충청남도 예산군 오가면 역탑리 94-1,답,19400
1199582,충청남도 홍성군 갈산면 기산리 254-11,전,25700
1182954,충청남도 홍성군 결성면 교항리 67-4,전,17200
1249092,충청남도 예산군 신양면 귀곡리 1147,답,17300
1262465,충청남도 예산군 광시면 미곡리 144,전,12300
350732,충청남도 아산시 둔포면 염작리 67-3,답,23800
1316918,충청남도 예산군 오가면 신장리 115-4,답,17300
944202,충청남도 부여군 장암면 하황리 821-1,답,13100
490964,충청남도 서산시 음암면 부장리 798,전,32900
606323,충청남도 논산시 벌곡면 조동리 78,전,20700
669232,충청남도 당진시 송악읍 반촌리 360-1,전,84200
1048470,충청남도 서천군 서면 도둔리 668-2,전,58300
119783,충청남도 공주시 유구읍 탑곡리 427-1,전,25400
1057676,충청남도 청양군 운곡면 후덕리 156-1,전,19600
268619,충청남도 보령시 남포면 삼현리 564-2,전,34500
871693,충청남도 부여군 부여읍 송간리 199,전,13700
1210745,충청남도 홍성군 구항면 청광리 678,답,16400
421216,충청남도 서산시 대산읍 화곡리 1624,답,12400
1013088,충청남도 서천군 마산면 지산리 14-5,답,12100
1397641,충청남도 태안군 소원면 모항리 1091-1,전,22100
1192485,충청남도 홍성군 서부면 양곡리 384-1,답,11900
849939,충청남도 금산군 복수면 곡남리 237-1,답,32800
887480,충청남도 부여군 은산면 경둔리 431,답,14200
104656,충청남도 공주시 월송동 372-3,전,88600
20525,충청남도 천안시 동남구 광덕면 광덕리 138-7,전,15500
1124222,충청남도 홍성군 광천읍 가정리 88,전,13000
640212,충청남도 계룡시 엄사면 유동리 205,전,78100
176325,충청남도 공주시 정안면 산성리 21,전,23600
114945,충청남도 공주시 유구읍 명곡리 137-1,전,16500
476692,충청남도 서산시 성연면 갈현리 122-1,전,22300
345079,충청남도 아산시 둔포면 신남리 694-7,답,31300
1245447,충청남도 예산군 신양면 서계양리 198-10,답,17100
1231804,충청남도 예산군 삽교읍 성리 834,답,15800
620291,충청남도 논산시 가야곡면 산노리 68-2,과수원,12500
950499,충청남도 부여군 세도면 장산리 339-3,전,13100
316196,충청남도 아산시 배방읍 회룡리 227-2,답,85900
291701,충청남도 보령시 주교면 은포리 1580-7,답,13400
811641,충청남도 금산군 부리면 수통리 398,전,20600
1045907,충청남도 서천군 서면 원두리 22-5,답,10600
1217983,충청남도 예산군 예산읍 수철리 39-3,답,17600
1220478,충청남도 예산군 삽교읍 평촌리 31-2,답,28500
294376,충청남도 보령시 주교면 신대리 127,전,14600
881304,충청남도 부여군 규암면 노화리 503-6,답,16200
345173,충청남도 아산시 둔포면 신남리 705-8,전,70200
880253,충청남도 부여군 규암면 합송리 576,답,20500
52086,충청남도 천안시 동남구 병천면 송정리 139-5,답,35900
393747,충청남도 아산시 신창면 신달리 95-6,답,39100
665715,충청남도 당진시 송악읍 가교리 339-2,답,38500
640441,충청남도 계룡시 엄사면 광석리 33-3,답,60400
439643,충청남도 서산시 부석면 송시리 359,전,15700
1139000,충청남도 홍성군 홍북읍 신정리 310-7,답,23400
939167,충청남도 부여군 임천면 만사리 70-4,답,13700
1210582,충청남도 홍성군 구항면 청광리 554-3,전,25700
76327,충청남도 천안시 서북구 성거읍 천흥리 510-2,과수원,75400
1310216,충청남도 예산군 신암면 예림리 26-34,전,22000
134941,충청남도 공주시 탄천면 남산리 543,전,17100
880943,충청남도 부여군 규암면 노화리 47-4,답,17600
1141136,충청남도 홍성군 홍북읍 대인리 660-2,답,26600
1172105,충청남도 홍성군 은하면 장곡리 617-2,전,14000
1342140,충청남도 태안군 안면읍 승언리 47-7,전,21200
1335734,충청남도 태안군 태안읍 상옥리 1034-1,전,31000
110812,충청남도 공주시 유구읍 석남리 66-3,답,52400
526629,충청남도 논산시 부창동 426-1,답,30800
1369688,충청남도 태안군 남면 진산리 696,전,23400
55018,충청남도 천안시 동남구 동면 동산리 225,답,32100
1319902,충청남도 예산군 오가면 좌방리 620,답,19000
491806,충청남도 서산시 운산면 용현리 492,전,18300
6539,충청남도 천안시 동남구 목천읍 동리 12-1,답,27000
723198,충청남도 당진시 정미면 봉성리 457-1,전,20900
566576,충청남도 논산시 노성면 읍내리 352-3,전,20200
1241658,충청남도 예산군 대술면 마전리 578-5,답,16000
926737,충청남도 부여군 충화면 팔충리 432-1,전,6720
1011609,충청남도 서천군 한산면 신성리 3-9,답,16600
1249433,충청남도 예산군 신양면 하천리 354,전,16100
377320,충청남도 아산시 선장면 선창리 196-5,전,35400
591405,충청남도 논산시 부적면 왕덕리 395-4,답,13200
217490,충청남도 보령시 웅천읍 성동리 872-2,전,11500
1324471,충청남도 예산군 오가면 신원리 651-3,답,19800
957082,충청남도 부여군 석성면 석성리 107-1,전,11100
622544,충청남도 논산시 가야곡면 종연리 31-6,답,13800
1232094,충청남도 예산군 삽교읍 신가리 24-203,전,70700
97458,충청남도 천안시 서북구 입장면 독정리 229-1,과수원,44800
704949,충청남도 당진시 석문면 교로리 1991,답,16100
299374,충청남도 아산시 법곡동 53,과수원,85500
202766,충청남도 공주시 신풍면 백룡리 344-1,답,21000
594136,충청남도 논산시 연산면 청동리 333,답,34700
15808,충청남도 천안시 동남구 풍세면 미죽리 72,답,37600
114218,충청남도 공주시 유구읍 입석리 92-5,답,21200
313000,충청남도 아산시 배방읍 수철리 210-8,전,35700
544591,충청남도 논산시 연무읍 봉동리 853-2,답,16200
978836,충청남도 서천군 서천읍 신송리 22-2,답,14300
253867,충청남도 보령시 청소면 장곡리 53,전,11400
711798,충청남도 당진시 대호지면 적서리 553-7,답,14400
212177,충청남도 보령시 요암동 34,전,34100
327394,충청남도 아산시 송악면 수곡리 43,답,26700
1372391,충청남도 태안군 남면 신장리 660-10,답,12500
995325,충청남도 서천군 화양면 죽산리 150,전,12200
340320,충청남도 아산시 음봉면 산동리 928,전,109400
65296,충청남도 천안시 서북구 성환읍 율금리 367,전,94900
212229,충청남도 보령시 요암동 127,답,46000
1381571,충청남도 태안군 근흥면 두야리 1428-3,답,12300
462979,충청남도 서산시 지곡면 화천리 1018-1,전,39600
43558,충청남도 천안시 동남구 수신면 백자리 502,전,43500
195231,충청남도 공주시 사곡면 월가리 926-2,답,21000
278745,충청남도 보령시 주산면 유곡리 163-5,답,13100
1063456,충청남도 청양군 대치면 광금리 159,답,7880
117752,충청남도 공주시 유구읍 덕곡리 19,답,23900
1191555,충청남도 홍성군 서부면 신리 25,전,19800
993271,충청남도 서천군 화양면 옥포리 223,답,13200
719929,충청남도 당진시 정미면 도산리 88-1,답,27700
501066,충청남도 서산시 운산면 상성리 383,전,17500
1428143,충청남도 당진시 우강면 세류리 142-3,답,40700
742796,충청남도 당진시 순성면 성북리 63-3,답,42200
356432,충청남도 아산시 영인면 구성리 261,답,23700
154000,충청남도 공주시 반포면 마암리 47,답,93200
272593,충청남도 보령시 남포면 신흥리 675-9,답,15500
510783,충청남도 서산시 해미면 응평리 93-1,답,15200
378374,충청남도 아산시 선장면 대흥리 601,답,18300
535025,충청남도 논산시 연무읍 죽본리 705-10,답,18200
490636,충청남도 서산시 음암면 부장리 422-4,답,15400
403970,충청남도 서산시 수석동 664-6,전,88700
1332685,충청남도 태안군 태안읍 반곡리 1149-16,답,12400
261130,충청남도 보령시 청라면 황룡리 365-14,답,13400
574776,충청남도 논산시 상월면 산성리 333,답,32800
1281386,충청남도 예산군 덕산면 광천리 139-6,답,38500
939564,충청남도 부여군 임천면 만사리 405-7,답,14300
828055,충청남도 금산군 남일면 신정리 341,답,13400
1335715,충청남도 태안군 태안읍 상옥리 1032-6,답,24400
683551,충청남도 당진시 고대면 슬항리 517-8,답,25900
629556,충청남도 논산시 은진면 용산리 476-12,전,16700
271542,충청남도 보령시 남포면 달산리 776,전,23800
427143,충청남도 서산시 인지면 둔당리 48-1,답,39200
413428,충청남도 서산시 대산읍 대산리 155-43,전,212000
922030,충청남도 부여군 남면 신홍리 303-1,답,14200
144745,충청남도 공주시 계룡면 중장리 33-25,전,15700
593385,충청남도 논산시 연산면 송정리 541-17,답,38500
761030,충청남도 당진시 신평면 신송리 607-8,답,16600
691834,충청남도 당진시 고대면 옥현리 346-3,답,19900
182014,충청남도 공주시 우성면 목천리 60-50,답,35800
79483,충청남도 천안시 서북구 성거읍 석교리 31-18,답,254000
740052,충청남도 당진시 순성면 본리 678,전,30700
1380373,충청남도 태안군 근흥면 두야리 61-4,답,11400
522761,충청남도 서산시 고북면 양천리 372-2,답,12500
587905,충청남도 논산시 부적면 탑정리 235-10,전,14300
1209244,충청남도 홍성군 구항면 대정리 276-8,답,14400
655977,충청남도 당진시 합덕읍 석우리 803-2,전,31300
1289394,충청남도 예산군 봉산면 대지리 131,전,13700
970852,충청남도 서천군 장항읍 화천리 650-87,답,44900
633884,충청남도 논산시 채운면 우기리 11-4,전,17000
318810,충청남도 아산시 배방읍 세교리 1334,답,70500
1134885,충청남도 홍성군 홍북읍 내덕리 655,전,43500
1157470,충청남도 홍성군 홍동면 수란리 578-6,답,14300
640754,충청남도 계룡시 엄사면 광석리 307-1,전,59300
459344,충청남도 서산시 팔봉면 어송리 378-9,전,29700
824121,충청남도 금산군 남일면 마장리 375,전,18700
1169054,충청남도 홍성군 장곡면 옥계리 475-1,답,12000
988771,충청남도 서천군 마서면 덕암리 464-2,전,28200
231603,충청남도 보령시 오천면 갈현리 763-4,전,14400
205708,충청남도 보령시 대천동 1324,답,19900
1065025,충청남도 청양군 대치면 대치리 48,전,13000
986437,충청남도 서천군 마서면 월포리 201-1,전,13300
383110,충청남도 아산시 도고면 시전리 64-3,답,22900
1230914,충청남도 예산군 삽교읍 하포리 1069,답,17300
753981,충청남도 당진시 신평면 금천리 113-85,전,55900
612443,충청남도 논산시 양촌면 남산리 359-1,답,25700
373632,충청남도 아산시 선장면 돈포리 725,답,17100
1019417,충청남도 서천군 시초면 용곡리 172-4,답,13400
506369,충청남도 서산시 해미면 홍천리 53-2,답,20100
410122,충청남도 서산시 양대동 831,답,13200
33392,충청남도 천안시 동남구 북면 양곡리 530-5,답,50400
955718,충청남도 부여군 세도면 반조원리 3-4,전,12500
190941,충청남도 공주시 사곡면 계실리 481-1,답,19200
125727,충청남도 공주시 이인면 용성리 62-1,전,20900
924773,충청남도 부여군 충화면 현미리 61-1,답,7650
446852,충청남도 서산시 부석면 지산리 333-7,전,17300
823957,충청남도 금산군 남일면 마장리 215,전,14700
298292,충청남도 아산시 초사동 495-10,답,75300
27479,충청남도 천안시 동남구 광덕면 원덕리 347-3,전,33800
781254,충청남도 금산군 금산읍 계진리 381,전,16100
241245,충청남도 보령시 천북면 장은리 709,답,13300
224494,충청남도 보령시 웅천읍 노천리 484-2,답,15100
742317,충청남도 당진시 순성면 옥호리 279-1,전,37600
128238,충청남도 공주시 이인면 복룡리 599,전,26700
770700,충청남도 당진시 송산면 매곡리 20-22,답,24000
817968,충청남도 금산군 군북면 두두리 195,답,29400
750436,충청남도 당진시 우강면 신촌리 756-2,답,16200
626037,충청남도 논산시 은진면 연서리 22-9,답,16400
582986,충청남도 논산시 상월면 숙진리 817-1,답,17600
1345445,충청남도 태안군 안면읍 승언리 1640,답,15600
293432,충청남도 보령시 주교면 관창리 252,답,33300
1251586,충청남도 예산군 신양면 만사리 425-2,전,15100
591157,충청남도 논산시 부적면 부인리 532-2,답,16800
535499,충청남도 논산시 연무읍 소룡리 480-2,전,13300
1077928,충청남도 청양군 목면 신흥리 452,전,11600
757459,충청남도 당진시 신평면 거산리 317-12,전,73300
549907,충청남도 논산시 성동면 원남리 748-2,전,17700
1249909,충청남도 예산군 신양면 죽천리 29-2,전,26300
1260769,충청남도 예산군 광시면 신흥리 675-3,답,13400
962134,충청남도 부여군 석성면 현내리 397-9,답,14200
1014358,충청남도 서천군 마산면 관포리 67,답,9950
941706,충청남도 부여군 임천면 탑산리 189-1,전,8430
84292,충청남도 천안시 서북구 직산읍 판정리 169-1,답,107900
454191,충청남도 서산시 팔봉면 금학리 471,전,20800
1032567,충청남도 서천군 종천면 신검리 55-6,답,13100
511505,충청남도 서산시 해미면 양림리 418-2,전,24500
1271765,충청남도 예산군 응봉면 평촌리 220,전,28500
417907,충청남도 서산시 대산읍 오지리 239,답,19400
1153271,충청남도 홍성군 홍동면 홍원리 1093-6,전,17700
1130460,충청남도 홍성군 광천읍 월림리 648-2,전,18500
1230077,충청남도 예산군 삽교읍 용동리 1034,답,27800
1350687,충청남도 태안군 안면읍 정당리 1335-4,답,22200
150683,충청남도 공주시 계룡면 월곡리 43-29,답,30800
401378,충청남도 서산시 온석동 372-2,전,120600
683257,충청남도 당진시 고대면 슬항리 346-2,전,28700
1186554,충청남도 홍성군 서부면 광리 503-1,답,12400
797646,충청남도 금산군 제원면 구억리 161-5,전,16300
613025,충청남도 논산시 양촌면 산직리 48-2,답,21300
671339,충청남도 당진시 송악읍 전대리 364-3,전,59800
692496,충청남도 당진시 고대면 옥현리 1051-1,답,13900
796014,충청남도 금산군 제원면 수당리 910-23,전,12400
418896,충청남도 서산시 대산읍 기은리 327,답,23700
1163897,충청남도 홍성군 장곡면 죽전리 586,답,13700
276058,충청남도 보령시 주산면 금암리 329-1,전,8580
114639,충청남도 공주시 유구읍 입석리 522,답,8900
111485,충청남도 공주시 유구읍 유구리 224,답,24900
1012144,충청남도 서천군 한산면 구동리 120,전,15300
567487,충청남도 논산시 노성면 송당리 244-1,답,18400
844061,충청남도 금산군 진산면 읍내리 66,전,36700
1239432,충청남도 예산군 대술면 궐곡리 458-2,답,30800
1160609,충청남도 홍성군 장곡면 도산리 311-5,답,13500
408897,충청남도 서산시 양대동 245,답,52000
104786,충청남도 공주시 월송동 480-4,전,218900
936119,충청남도 부여군 임천면 구교리 457-7,답,14100
118512,충청남도 공주시 유구읍 문금리 309,답,21200
145132,충청남도 공주시 계룡면 중장리 283-3,답,42300
623305,충청남도 논산시 가야곡면 두월리 67-2,전,11100
8159,충청남도 천안시 동남구 목천읍 덕전리 329,전,69900
707249,충청남도 당진시 석문면 초락도리 923-33,답,16600
706801,충청남도 당진시 석문면 초락도리 625,답,15800
662424,충청남도 당진시 합덕읍 점원리 277-10,답,20900
1360271,충청남도 태안군 안면읍 중장리 2397-3,답,11600
282556,충청남도 보령시 주산면 삼곡리 643-1,전,21300
106683,충청남도 공주시 월미동 227-1,답,35000
1200487,충청남도 홍성군 갈산면 기산리 991-3,답,16200
876718,충청남도 부여군 규암면 금암리 316,전,24400
1225235,충청남도 예산군 삽교읍 상하리 20-2,답,54900
212540,충청남도 보령시 요암동 413-1,답,18100
703253,충청남도 당진시 석문면 교로리 381,답,19700
1006962,충청남도 서천군 한산면 죽촌리 37-1,전,15300
254272,충청남도 보령시 청소면 장곡리 559,전,10700
305366,충청남도 아산시 신동 552-2,답,120300
118037,충청남도 공주시 유구읍 덕곡리 257,답,12300
1065584,충청남도 청양군 대치면 형산리 35,전,7390
755196,충청남도 당진시 신평면 금천리 1123-14,답,71100
832577,충청남도 금산군 남이면 상금리 309,전,12700
862345,충청남도 금산군 추부면 서대리 417,전,29700
335775,충청남도 아산시 음봉면 소동리 124,답,62400
154633,충청남도 공주시 반포면 마암리 506-3,전,94100
1025128,충청남도 서천군 문산면 지원리 200-5,답,11500
546563,충청남도 논산시 성동면 월성리 551-3,답,16000
39227,충청남도 천안시 동남구 성남면 용원리 364,전,52300
1391087,충청남도 태안군 소원면 법산리 489,답,23200
699551,충청남도 당진시 석문면 삼봉리 560-5,전,63900
858470,충청남도 금산군 추부면 장대리 113-2,전,27200
213402,충청남도 보령시 신흑동 476,답,15300
1218115,충청남도 예산군 예산읍 수철리 120-4,전,17800
54753,충청남도 천안시 동남구 동면 광덕리 417-3,답,23000
1415545,충청남도 태안군 이원면 관리 1107,답,24400
1000459,충청남도 서천군 화양면 봉명리 593-1,답,15600
1249224,충청남도 예산군 신양면 하천리 114,전,13300
484575,충청남도 서산시 음암면 문양리 342-1,답,14400
736167,충청남도 당진시 순성면 봉소리 1191-3,전,26700
1217647,충청남도 예산군 예산읍 궁평리 250-2,답,30700
703319,충청남도 당진시 석문면 교로리 434-6,답,60300
130425,충청남도 공주시 이인면 신영리 497-2,전,59900
1389950,충청남도 태안군 소원면 시목리 559-1,전,22500
1279613,충청남도 예산군 덕산면 둔리 11-5,답,30900
22634,충청남도 천안시 동남구 광덕면 보산원리 187-3,답,34300
666538,충청남도 당진시 송악읍 본당리 341-2,답,49200
385090,충청남도 아산시 도고면 화천리 423,전,22600
1399259,충청남도 태안군 소원면 파도리 1170-3,답,10300
451722,충청남도 서산시 부석면 마룡리 466-2,답,15200
38345,충청남도 천안시 동남구 성남면 대정리 370,답,17300
97638,충청남도 공주시 산성동 34,전,32300
682201,충청남도 당진시 고대면 용두리 64-31,답,18400
1400159,충청남도 태안군 소원면 송현리 664-3,답,10700
576376,충청남도 논산시 상월면 석종리 50-6,답,20900
340010,충청남도 아산시 음봉면 산동리 680-3,답,72300
232611,충청남도 보령시 오천면 오포리 1051-14,답,17200
153873,충청남도 공주시 반포면 송곡리 419-4,전,41900
73554,충청남도 천안시 서북구 성환읍 안궁리 471-4,답,38000
1084571,충청남도 청양군 청남면 인양리 763-7,답,13900
1104003,충청남도 청양군 화성면 화암리 690-4,전,4500
30643,충청남도 천안시 동남구 북면 명덕리 37-3,답,45200
820576,충청남도 금산군 군북면 보광리 197,전,14500
1115695,충청남도 홍성군 홍성읍 월산리 137-2,전,91500
736400,충청남도 당진시 순성면 백석리 268-1,답,25300
226027,충청남도 보령시 주포면 봉당리 42-11,전,44500
1033005,충청남도 서천군 종천면 랑평리 94,전,14000
947421,충청남도 부여군 장암면 지토리 582-1,전,7400
709896,충청남도 당진시 대호지면 사성리 112-2,답,13500
89495,충청남도 천안시 서북구 직산읍 석곡리 142-3,과수원,62000
736540,충청남도 당진시 순성면 백석리 339-6,답,21200
409045,충청남도 서산시 양대동 370-1,답,62100
561755,충청남도 논산시 광석면 천동리 294-4,전,21800
1026726,충청남도 서천군 판교면 판교리 167-4,전,7880
247768,충청남도 보령시 청소면 진죽리 821-14,전,15300
638282,충청남도 계룡시 두마면 두계리 136-28,전,188200
1114931,충청남도 홍성군 홍성읍 소향리 231-10,전,74300
131770,충청남도 공주시 탄천면 광명리 613,답,22900
205401,충청남도 보령시 대천동 994,답,14000
223352,충청남도 보령시 웅천읍 죽청리 213,답,27200
1044989,충청남도 서천군 서면 부사리 185-5,답,14800
566972,충청남도 논산시 노성면 두사리 47-24,전,18900
422026,충청남도 서산시 대산읍 운산리 258-3,답,14600
178883,충청남도 공주시 우성면 상서리 807-1,답,18800
1108159,충청남도 청양군 비봉면 록평리 322-2,답,16200
453182,충청남도 서산시 부석면 간월도리 75-1,답,117300
240611,충청남도 보령시 천북면 장은리 89-2,답,17600
995556,충청남도 서천군 화양면 월산리 1-6,답,13900
132498,충청남도 공주시 탄천면 장선리 600,전,34500
1152939,충청남도 홍성군 홍동면 홍원리 780-3,전,16600
261920,충청남도 보령시 청라면 황룡리 1433,답,14400
1151375,충청남도 홍성군 홍동면 월현리 8-5,답,14400
63100,충청남도 천안시 서북구 성환읍 성환리 601,답,75900
236244,충청남도 보령시 천북면 하만리 238-9,답,19600
152929,충청남도 공주시 반포면 공암리 341,전,20800
718008,충청남도 당진시 대호지면 출포리 431,답,13300
449962,충청남도 서산시 부석면 강당리 589,전,19500
1121950,충청남도 홍성군 홍성읍 구룡리 483,답,21200
203425,충청남도 공주시 신풍면 선학리 210-6,답,15900
669417,충청남도 당진시 송악읍 반촌리 701-7,답,65800
1389209,충청남도 태안군 근흥면 가의도리 329,전,22900
290526,충청남도 보령시 주교면 은포리 106-21,전,35400
1315816,충청남도 예산군 오가면 원평리 87-6,답,16200
1308813,충청남도 예산군 신암면 신택리 426-1,전,16200
1213660,충청남도 예산군 예산읍 석양리 50-1,답,71600
63757,충청남도 천안시 서북구 성환읍 매주리 60,과수원,131400
